Date,Asset,Price
2020-08-06,AAPL,110.48847198486328
2020-08-07,AAPL,107.97643280029297
2020-08-10,AAPL,109.54585266113281
2020-08-11,AAPL,106.28797149658203
2020-08-12,AAPL,109.82038879394531
2020-08-13,AAPL,111.76393127441406
2020-08-14,AAPL,111.6643295288086
2020-08-17,AAPL,111.37278747558594
2020-08-18,AAPL,112.30083465576172
2020-08-19,AAPL,112.44171905517578
2020-08-20,AAPL,114.93678283691406
2020-08-21,AAPL,120.85974884033203
2020-08-24,AAPL,122.3052749633789
2020-08-25,AAPL,121.30191040039062
2020-08-26,AAPL,122.95150756835938
2020-08-27,AAPL,121.4816665649414
2020-08-28,AAPL,121.284912109375
2020-08-31,AAPL,125.39793395996094
2020-09-01,AAPL,130.39288330078125
2020-09-02,AAPL,127.69136810302734
2020-09-03,AAPL,117.46824645996094
2020-09-04,AAPL,117.54600524902344
2020-09-08,AAPL,109.63574981689453
2020-09-09,AAPL,114.00872802734375
2020-09-10,AAPL,110.28683471679688
2020-09-11,AAPL,108.83888244628906
2020-09-14,AAPL,112.10404205322266
2020-09-15,AAPL,112.27896881103516
2020-09-16,AAPL,108.96520233154297
2020-09-17,AAPL,107.2257308959961
2020-09-18,AAPL,103.82449340820312
2020-09-21,AAPL,106.97306060791016
2020-09-22,AAPL,108.65425109863281
2020-09-23,AAPL,104.09661865234375
2020-09-24,AAPL,105.16557312011719
2020-09-25,AAPL,109.11099243164062
2020-09-28,AAPL,111.71533203125
2020-09-29,AAPL,110.86988830566406
2020-09-30,AAPL,112.54135131835938
2020-10-01,AAPL,113.4936752319336
2020-10-02,AAPL,109.8301010131836
2020-10-05,AAPL,113.21186065673828
2020-10-06,AAPL,109.96614074707031
2020-10-07,AAPL,111.83195495605469
2020-10-08,AAPL,111.7250747680664
2020-10-09,AAPL,113.66860961914062
2020-10-12,AAPL,120.888916015625
2020-10-13,AAPL,117.68204498291016
2020-10-14,AAPL,117.76949310302734
2020-10-15,AAPL,117.30304718017578
2020-10-16,AAPL,115.66073608398438
2020-10-19,AAPL,112.70655059814453
2020-10-20,AAPL,114.19336700439453
2020-10-21,AAPL,113.57141876220703
2020-10-22,AAPL,112.48306274414062
2020-10-23,AAPL,111.79307556152344
2020-10-26,AAPL,111.80280303955078
2020-10-27,AAPL,113.30905151367188
2020-10-28,AAPL,108.06147003173828
2020-10-29,AAPL,112.06517791748047
2020-10-30,AAPL,105.7874984741211
2020-11-02,AAPL,105.7000503540039
2020-11-03,AAPL,107.32292175292969
2020-11-04,AAPL,111.70562744140625
2020-11-05,AAPL,115.67046356201172
2020-11-06,AAPL,115.5390625
2020-11-09,AAPL,113.2319564819336
2020-11-10,AAPL,112.89127349853516
2020-11-11,AAPL,116.31781768798828
2020-11-12,AAPL,116.04524230957031
2020-11-13,AAPL,116.09394836425781
2020-11-16,AAPL,117.1063232421875
2020-11-17,AAPL,116.22046661376953
2020-11-18,AAPL,114.89656829833984
2020-11-19,AAPL,115.49036407470703
2020-11-20,AAPL,114.22489166259766
2020-11-23,AAPL,110.82754516601562
2020-11-24,AAPL,112.11249542236328
2020-11-25,AAPL,112.94967651367188
2020-11-27,AAPL,113.49481201171875
2020-11-30,AAPL,115.88949584960938
2020-12-01,AAPL,119.46208190917969
2020-12-02,AAPL,119.8125228881836
2020-12-03,AAPL,119.6762466430664
2020-12-04,AAPL,119.00454711914062
2020-12-07,AAPL,120.46472930908203
2020-12-08,AAPL,121.0780029296875
2020-12-09,AAPL,118.54702758789062
2020-12-10,AAPL,119.96824645996094
2020-12-11,AAPL,119.1603012084961
2020-12-14,AAPL,118.54702758789062
2020-12-15,AAPL,124.4850845336914
2020-12-16,AAPL,124.41692352294922
2020-12-17,AAPL,125.28330993652344
2020-12-18,AAPL,123.2974853515625
2020-12-21,AAPL,124.8257827758789
2020-12-22,AAPL,128.37889099121094
2020-12-23,AAPL,127.48331451416016
2020-12-24,AAPL,128.46652221679688
2020-12-28,AAPL,133.0612030029297
2020-12-29,AAPL,131.28952026367188
2020-12-30,AAPL,130.1700439453125
2020-12-31,AAPL,129.16737365722656
2021-01-04,AAPL,125.97445678710938
2021-01-05,AAPL,127.53196716308594
2021-01-06,AAPL,123.23906707763672
2021-01-07,AAPL,127.44436645507812
2021-01-08,AAPL,128.54437255859375
2021-01-11,AAPL,125.55587005615234
2021-01-12,AAPL,125.38066101074219
2021-01-13,AAPL,127.41515350341797
2021-01-14,AAPL,125.48773956298828
2021-01-15,AAPL,123.76472473144531
2021-01-19,AAPL,124.43641662597656
2021-01-20,AAPL,128.52490234375
2021-01-21,AAPL,133.2364044189453
2021-01-22,AAPL,135.37803649902344
2021-01-25,AAPL,139.12579345703125
2021-01-26,AAPL,139.3594512939453
2021-01-27,AAPL,138.2886505126953
2021-01-28,AAPL,133.45057678222656
2021-01-29,AAPL,128.45677185058594
2021-02-01,AAPL,130.5789031982422
2021-02-02,AAPL,131.4062957763672
2021-02-03,AAPL,130.38421630859375
2021-02-04,AAPL,133.7425994873047
2021-02-05,AAPL,133.32826232910156
2021-02-08,AAPL,133.4745330810547
2021-02-09,AAPL,132.59707641601562
2021-02-10,AAPL,131.99261474609375
2021-02-11,AAPL,131.7391815185547
2021-02-12,AAPL,131.97314453125
2021-02-16,AAPL,129.84783935546875
2021-02-17,AAPL,127.55682373046875
2021-02-18,AAPL,126.4552001953125
2021-02-19,AAPL,126.61112213134766
2021-02-22,AAPL,122.83827209472656
2021-02-23,AAPL,122.70178985595703
2021-02-24,AAPL,122.20458984375
2021-02-25,AAPL,117.9540023803711
2021-02-26,AAPL,118.21722412109375
2021-03-01,AAPL,124.58335876464844
2021-03-02,AAPL,121.9803695678711
2021-03-03,AAPL,118.99714660644531
2021-03-04,AAPL,117.11555480957031
2021-03-05,AAPL,118.37319946289062
2021-03-08,AAPL,113.4401626586914
2021-03-09,AAPL,118.05147552490234
2021-03-10,AAPL,116.9693374633789
2021-03-11,AAPL,118.89964294433594
2021-03-12,AAPL,117.99298858642578
2021-03-15,AAPL,120.87871551513672
2021-03-16,AAPL,122.41905975341797
2021-03-17,AAPL,121.62937927246094
2021-03-18,AAPL,117.50553131103516
2021-03-19,AAPL,116.97908020019531
2021-03-22,AAPL,120.29376983642578
2021-03-23,AAPL,119.4651107788086
2021-03-24,AAPL,117.07658386230469
2021-03-25,AAPL,117.56403350830078
2021-03-26,AAPL,118.16846466064453
2021-03-29,AAPL,118.34395599365234
2021-03-30,AAPL,116.89134216308594
2021-03-31,AAPL,119.08487701416016
2021-04-01,AAPL,119.91354370117188
2021-04-05,AAPL,122.74079132080078
2021-04-06,AAPL,123.04300689697266
2021-04-07,AAPL,124.69060516357422
2021-04-08,AAPL,127.08885955810547
2021-04-09,AAPL,129.66261291503906
2021-04-12,AAPL,127.94683837890625
2021-04-13,AAPL,131.0567626953125
2021-04-14,AAPL,128.7169647216797
2021-04-15,AAPL,131.125
2021-04-16,AAPL,130.79356384277344
2021-04-19,AAPL,131.4564666748047
2021-04-20,AAPL,129.76986694335938
2021-04-21,AAPL,130.15005493164062
2021-04-22,AAPL,128.6291961669922
2021-04-23,AAPL,130.94952392578125
2021-04-26,AAPL,131.3394775390625
2021-04-27,AAPL,131.0177459716797
2021-04-28,AAPL,130.22804260253906
2021-04-29,AAPL,130.13059997558594
2021-04-30,AAPL,128.16128540039062
2021-05-03,AAPL,129.2141571044922
2021-05-04,AAPL,124.64186096191406
2021-05-05,AAPL,124.8855972290039
2021-05-06,AAPL,126.48443603515625
2021-05-07,AAPL,127.15824127197266
2021-05-10,AAPL,123.87699890136719
2021-05-11,AAPL,122.95903015136719
2021-05-12,AAPL,119.89263153076172
2021-05-13,AAPL,122.04104614257812
2021-05-14,AAPL,124.46293640136719
2021-05-17,AAPL,123.31059265136719
2021-05-18,AAPL,121.92387390136719
2021-05-19,AAPL,121.76762390136719
2021-05-20,AAPL,124.32621002197266
2021-05-21,AAPL,122.49028778076172
2021-05-24,AAPL,124.12113952636719
2021-05-25,AAPL,123.92584991455078
2021-05-26,AAPL,123.87699890136719
2021-05-27,AAPL,122.34381103515625
2021-05-28,AAPL,121.68949890136719
2021-06-01,AAPL,121.36723327636719
2021-06-02,AAPL,122.12895202636719
2021-06-03,AAPL,120.64457702636719
2021-06-04,AAPL,122.93950653076172
2021-06-07,AAPL,122.94927215576172
2021-06-08,AAPL,123.76960754394531
2021-06-09,AAPL,124.15042877197266
2021-06-10,AAPL,123.15434265136719
2021-06-11,AAPL,124.36528778076172
2021-06-14,AAPL,127.42192077636719
2021-06-15,AAPL,126.60159301757812
2021-06-16,AAPL,127.09964752197266
2021-06-17,AAPL,128.70123291015625
2021-06-18,AAPL,127.40241241455078
2021-06-21,AAPL,129.1992950439453
2021-06-22,AAPL,130.8398895263672
2021-06-23,AAPL,130.56646728515625
2021-06-24,AAPL,130.2832489013672
2021-06-25,AAPL,129.99029541015625
2021-06-28,AAPL,131.6211700439453
2021-06-29,AAPL,133.1348114013672
2021-06-30,AAPL,133.7500457763672
2021-07-01,AAPL,134.0527801513672
2021-07-02,AAPL,136.6797637939453
2021-07-06,AAPL,138.69149780273438
2021-07-07,AAPL,141.18170166015625
2021-07-08,AAPL,139.8828582763672
2021-07-09,AAPL,141.70904541015625
2021-07-12,AAPL,141.1133575439453
2021-07-13,AAPL,142.2266082763672
2021-07-14,AAPL,145.65435791015625
2021-07-15,AAPL,145.00006103515625
2021-07-16,AAPL,142.95901489257812
2021-07-19,AAPL,139.1113739013672
2021-07-20,AAPL,142.72467041015625
2021-07-21,AAPL,141.9922637939453
2021-07-22,AAPL,143.3594207763672
2021-07-23,AAPL,145.0781707763672
2021-07-26,AAPL,145.49810791015625
2021-07-27,AAPL,143.3301239013672
2021-07-28,AAPL,141.58209228515625
2021-07-29,AAPL,142.2266082763672
2021-07-30,AAPL,142.44146728515625
2021-08-02,AAPL,142.10946655273438
2021-08-03,AAPL,143.9063262939453
2021-08-04,AAPL,143.5059051513672
2021-08-05,AAPL,143.6133575439453
2021-08-06,AAPL,142.9287109375
2021-08-09,AAPL,142.8798065185547
2021-08-10,AAPL,142.4005889892578
2021-08-11,AAPL,142.6548614501953
2021-08-12,AAPL,145.61831665039062
2021-08-13,AAPL,145.82369995117188
2021-08-16,AAPL,147.79928588867188
2021-08-17,AAPL,146.8897247314453
2021-08-18,AAPL,143.14389038085938
2021-08-19,AAPL,143.47642517089844
2021-08-20,AAPL,144.93368530273438
2021-08-23,AAPL,146.4202880859375
2021-08-24,AAPL,146.33224487304688
2021-08-25,AAPL,145.09996032714844
2021-08-26,AAPL,144.2979736328125
2021-08-27,AAPL,145.3346710205078
2021-08-30,AAPL,149.75534057617188
2021-08-31,AAPL,148.49371337890625
2021-09-01,AAPL,149.1587677001953
2021-09-02,AAPL,150.27369689941406
2021-09-03,AAPL,150.90943908691406
2021-09-07,AAPL,153.24691772460938
2021-09-08,AAPL,151.70159912109375
2021-09-09,AAPL,150.68441772460938
2021-09-10,AAPL,145.69656372070312
2021-09-13,AAPL,146.26376342773438
2021-09-14,AAPL,144.86526489257812
2021-09-15,AAPL,145.75523376464844
2021-09-16,AAPL,145.52047729492188
2021-09-17,AAPL,142.85047912597656
2021-09-20,AAPL,139.79904174804688
2021-09-21,AAPL,140.27830505371094
2021-09-22,AAPL,142.64511108398438
2021-09-23,AAPL,143.60357666015625
2021-09-24,AAPL,143.6915740966797
2021-09-27,AAPL,142.1756591796875
2021-09-28,AAPL,138.79168701171875
2021-09-29,AAPL,139.69146728515625
2021-09-30,AAPL,138.3906707763672
2021-10-01,AAPL,139.51539611816406
2021-10-04,AAPL,136.0825653076172
2021-10-05,AAPL,138.00929260253906
2021-10-06,AAPL,138.8796844482422
2021-10-07,AAPL,140.141357421875
2021-10-08,AAPL,139.7599334716797
2021-10-11,AAPL,139.6719207763672
2021-10-12,AAPL,138.40045166015625
2021-10-13,AAPL,137.8136444091797
2021-10-14,AAPL,140.6009979248047
2021-10-15,AAPL,141.6572723388672
2021-10-18,AAPL,143.3297119140625
2021-10-19,AAPL,145.49114990234375
2021-10-20,AAPL,145.9801483154297
2021-10-21,AAPL,146.19532775878906
2021-10-22,AAPL,145.42271423339844
2021-10-25,AAPL,145.37379455566406
2021-10-26,AAPL,146.03883361816406
2021-10-27,AAPL,145.57916259765625
2021-10-28,AAPL,149.21746826171875
2021-10-29,AAPL,146.50830078125
2021-11-01,AAPL,145.68678283691406
2021-11-02,AAPL,146.72344970703125
2021-11-03,AAPL,148.1611785888672
2021-11-04,AAPL,147.64283752441406
2021-11-05,AAPL,148.17173767089844
2021-11-08,AAPL,147.34898376464844
2021-11-09,AAPL,147.7113494873047
2021-11-10,AAPL,144.88075256347656
2021-11-11,AAPL,144.8317413330078
2021-11-12,AAPL,146.90823364257812
2021-11-15,AAPL,146.9180145263672
2021-11-16,AAPL,147.8974609375
2021-11-17,AAPL,150.33631896972656
2021-11-18,AAPL,154.62631225585938
2021-11-19,AAPL,157.251220703125
2021-11-22,AAPL,157.71157836914062
2021-11-23,AAPL,158.09356689453125
2021-11-24,AAPL,158.61270141601562
2021-11-26,AAPL,153.58807373046875
2021-11-29,AAPL,156.94761657714844
2021-11-30,AAPL,161.9036102294922
2021-12-01,AAPL,161.384521484375
2021-12-02,AAPL,160.39527893066406
2021-12-03,AAPL,158.51475524902344
2021-12-06,AAPL,161.92324829101562
2021-12-07,AAPL,167.662841796875
2021-12-08,AAPL,171.4827117919922
2021-12-09,AAPL,170.97340393066406
2021-12-10,AAPL,175.76292419433594
2021-12-13,AAPL,172.12916564941406
2021-12-14,AAPL,170.74813842773438
2021-12-15,AAPL,175.61599731445312
2021-12-16,AAPL,168.72064208984375
2021-12-17,AAPL,167.6236572265625
2021-12-20,AAPL,166.26219177246094
2021-12-21,AAPL,169.43565368652344
2021-12-22,AAPL,172.0312042236328
2021-12-23,AAPL,172.6580810546875
2021-12-27,AAPL,176.62484741210938
2021-12-28,AAPL,175.60618591308594
2021-12-29,AAPL,175.6943359375
2021-12-30,AAPL,174.53860473632812
2021-12-31,AAPL,173.9215545654297
2022-01-03,AAPL,178.2703094482422
2022-01-04,AAPL,176.00779724121094
2022-01-05,AAPL,171.3259735107422
2022-01-06,AAPL,168.4659881591797
2022-01-07,AAPL,168.63250732421875
2022-01-10,AAPL,168.65208435058594
2022-01-11,AAPL,171.4827117919922
2022-01-12,AAPL,171.92349243164062
2022-01-13,AAPL,168.65208435058594
2022-01-14,AAPL,169.5140380859375
2022-01-18,AAPL,166.3112335205078
2022-01-19,AAPL,162.81455993652344
2022-01-20,AAPL,161.12986755371094
2022-01-21,AAPL,159.07302856445312
2022-01-24,AAPL,158.2992706298828
2022-01-25,AAPL,156.49705505371094
2022-01-26,AAPL,156.4088897705078
2022-01-27,AAPL,155.94857788085938
2022-01-28,AAPL,166.830322265625
2022-01-31,AAPL,171.18887329101562
2022-02-01,AAPL,171.02236938476562
2022-02-02,AAPL,172.2270965576172
2022-02-03,AAPL,169.34747314453125
2022-02-04,AAPL,169.06312561035156
2022-02-07,AAPL,168.34719848632812
2022-02-08,AAPL,171.4560546875
2022-02-09,AAPL,172.87803649902344
2022-02-10,AAPL,168.79832458496094
2022-02-11,AAPL,165.3854522705078
2022-02-14,AAPL,165.62081909179688
2022-02-15,AAPL,169.45538330078125
2022-02-16,AAPL,169.22003173828125
2022-02-17,AAPL,165.62081909179688
2022-02-18,AAPL,164.0713348388672
2022-02-22,AAPL,161.1488494873047
2022-02-23,AAPL,156.98081970214844
2022-02-24,AAPL,159.5992889404297
2022-02-25,AAPL,161.66859436035156
2022-02-28,AAPL,161.9333953857422
2022-03-01,AAPL,160.05043029785156
2022-03-02,AAPL,163.3455810546875
2022-03-03,AAPL,163.02200317382812
2022-03-04,AAPL,160.02102661132812
2022-03-07,AAPL,156.22572326660156
2022-03-08,AAPL,154.40162658691406
2022-03-09,AAPL,159.8052978515625
2022-03-10,AAPL,155.4607696533203
2022-03-11,AAPL,151.743896484375
2022-03-14,AAPL,147.71322631835938
2022-03-15,AAPL,152.09698486328125
2022-03-16,AAPL,156.51010131835938
2022-03-17,AAPL,157.5202178955078
2022-03-18,AAPL,160.8154296875
2022-03-21,AAPL,162.18836975097656
2022-03-22,AAPL,165.56201171875
2022-03-23,AAPL,166.92518615722656
2022-03-24,AAPL,170.71066284179688
2022-03-25,AAPL,171.34812927246094
2022-03-28,AAPL,172.21116638183594
2022-03-29,AAPL,175.50631713867188
2022-03-30,AAPL,174.3392791748047
2022-03-31,AAPL,171.24026489257812
2022-04-01,AAPL,170.94601440429688
2022-04-04,AAPL,174.99632263183594
2022-04-05,AAPL,171.68157958984375
2022-04-06,AAPL,168.513916015625
2022-04-07,AAPL,168.81793212890625
2022-04-08,AAPL,166.80747985839844
2022-04-11,AAPL,162.55128479003906
2022-04-12,AAPL,164.42440795898438
2022-04-13,AAPL,167.1114959716797
2022-04-14,AAPL,162.10009765625
2022-04-18,AAPL,161.88436889648438
2022-04-19,AAPL,164.16937255859375
2022-04-20,AAPL,164.00267028808594
2022-04-21,AAPL,163.2082977294922
2022-04-22,AAPL,158.6676483154297
2022-04-25,AAPL,159.73663330078125
2022-04-26,AAPL,153.77395629882812
2022-04-27,AAPL,153.54843139648438
2022-04-28,AAPL,160.48196411132812
2022-04-29,AAPL,154.6075439453125
2022-05-02,AAPL,154.91156005859375
2022-05-03,AAPL,156.4022216796875
2022-05-04,AAPL,162.81605529785156
2022-05-05,AAPL,153.74456787109375
2022-05-06,AAPL,154.47132873535156
2022-05-09,AAPL,149.3445587158203
2022-05-10,AAPL,151.75079345703125
2022-05-11,AAPL,143.88381958007812
2022-05-12,AAPL,140.0142059326172
2022-05-13,AAPL,144.48292541503906
2022-05-16,AAPL,142.9409942626953
2022-05-17,AAPL,146.57493591308594
2022-05-18,AAPL,138.3052978515625
2022-05-19,AAPL,134.89723205566406
2022-05-20,AAPL,135.13296508789062
2022-05-23,AAPL,140.5543975830078
2022-05-24,AAPL,137.853515625
2022-05-25,AAPL,138.01063537597656
2022-05-26,AAPL,141.21238708496094
2022-05-27,AAPL,146.9677734375
2022-05-31,AAPL,146.18202209472656
2022-06-01,AAPL,146.0543670654297
2022-06-02,AAPL,148.5097198486328
2022-06-03,AAPL,142.78382873535156
2022-06-06,AAPL,143.53025817871094
2022-06-07,AAPL,146.0543670654297
2022-06-08,AAPL,145.3177947998047
2022-06-09,AAPL,140.09271240234375
2022-06-10,AAPL,134.68113708496094
2022-06-13,AAPL,129.52493286132812
2022-06-14,AAPL,130.3892059326172
2022-06-15,AAPL,133.0115509033203
2022-06-16,AAPL,127.73743438720703
2022-06-17,AAPL,129.2106170654297
2022-06-21,AAPL,133.44366455078125
2022-06-22,AAPL,132.93295288085938
2022-06-23,AAPL,135.80081176757812
2022-06-24,AAPL,139.13026428222656
2022-06-27,AAPL,139.13026428222656
2022-06-28,AAPL,134.98562622070312
2022-06-29,AAPL,136.74366760253906
2022-06-30,AAPL,134.27847290039062
2022-07-01,AAPL,136.44900512695312
2022-07-05,AAPL,139.0320281982422
2022-07-06,AAPL,140.3677520751953
2022-07-07,AAPL,143.7364959716797
2022-07-08,AAPL,144.41415405273438
2022-07-11,AAPL,142.28294372558594
2022-07-12,AAPL,143.25527954101562
2022-07-13,AAPL,142.89186096191406
2022-07-14,AAPL,145.81866455078125
2022-07-15,AAPL,147.48831176757812
2022-07-18,AAPL,144.44366455078125
2022-07-19,AAPL,148.303466796875
2022-07-20,AAPL,150.30703735351562
2022-07-21,AAPL,152.57577514648438
2022-07-22,AAPL,151.3383026123047
2022-07-25,AAPL,150.21865844726562
2022-07-26,AAPL,148.89273071289062
2022-07-27,AAPL,153.9901123046875
2022-07-28,AAPL,154.54006958007812
2022-07-29,AAPL,159.6079559326172
2022-08-01,AAPL,158.6257781982422
2022-08-02,AAPL,157.15257263183594
2022-08-03,AAPL,163.16326904296875
2022-08-04,AAPL,162.8489990234375
2022-08-05,AAPL,162.62277221679688
2022-08-08,AAPL,162.15069580078125
2022-08-09,AAPL,162.1998748779297
2022-08-10,AAPL,166.44862365722656
2022-08-11,AAPL,165.71102905273438
2022-08-12,AAPL,169.261474609375
2022-08-15,AAPL,170.33348083496094
2022-08-16,AAPL,170.17611694335938
2022-08-17,AAPL,171.6710662841797
2022-08-18,AAPL,171.2776336669922
2022-08-19,AAPL,168.69105529785156
2022-08-22,AAPL,164.8061981201172
2022-08-23,AAPL,164.47177124023438
2022-08-24,AAPL,164.76686096191406
2022-08-25,AAPL,167.22564697265625
2022-08-26,AAPL,160.92132568359375
2022-08-29,AAPL,158.71829223632812
2022-08-30,AAPL,156.28904724121094
2022-08-31,AAPL,154.62689208984375
2022-09-01,AAPL,155.35472106933594
2022-09-02,AAPL,153.24014282226562
2022-09-06,AAPL,151.9812774658203
2022-09-07,AAPL,153.3876495361328
2022-09-08,AAPL,151.91241455078125
2022-09-09,AAPL,154.7744140625
2022-09-12,AAPL,160.73448181152344
2022-09-13,AAPL,151.3026580810547
2022-09-14,AAPL,152.7484130859375
2022-09-15,AAPL,149.8568572998047
2022-09-16,AAPL,148.2144012451172
2022-09-19,AAPL,151.9320526123047
2022-09-20,AAPL,154.3121795654297
2022-09-21,AAPL,151.1846160888672
2022-09-22,AAPL,150.22079467773438
2022-09-23,AAPL,147.94886779785156
2022-09-26,AAPL,148.2832794189453
2022-09-27,AAPL,149.25692749023438
2022-09-28,AAPL,147.3686065673828
2022-09-29,AAPL,140.1300048828125
2022-09-30,AAPL,135.9205780029297
2022-10-03,AAPL,140.10049438476562
2022-10-04,AAPL,143.69029235839844
2022-10-05,AAPL,143.98532104492188
2022-10-06,AAPL,143.03131103515625
2022-10-07,AAPL,137.7794189453125
2022-10-10,AAPL,138.1039581298828
2022-10-11,AAPL,136.687744140625
2022-10-12,AAPL,136.05831909179688
